0 190.71279293353123
 
1 251.00011808194824
 
2 265.76749256148486
 
3 282.94210923702417
 
4 281.58201817119044
 
5 301.33918341261057
 
6 296.48399202647505
 
7 291.9519040299697
 
8 320.3171267351694
 
9 315.57790448525196
 
10 369.2293807585209
 
11 394.3675106568368
 
12 404.05309351468634
 
13 403.10583150357127
 
14 410.4796604132673
 
15 423.95429131557694
 
16 405.64043767282647
 
17 425.84881533780685
 
18 387.32658403007605
 
19 388.7749895622068
 
20 381.03895575750414
 
21 391.67180062646867
 
22 412.2423831864559
 
23 443.18651840526655
 
24 446.7381631935739
 
25 456.8698645415225
 
26 475.68486170528877
 
27 484.3681575211065
 
28 484.3681575211065
 
29 484.36815752110647
 
30 490.00095206963283
 
31 494.4998588690552
 
32 509.2620677234983
 
33 494.4998588690551
 
34 490.000952069633
 
35 490.0009520696329
 
36 508.3148057123833
 
37 498.8784203461862
 
38 493.5525968579401
 
39 511.86645050069046
 
40 524.7341353329036
 
41 533.4174311487214
 
42 528.2857801212108
 
43 543.0479889756541
 
44 533.4174311487213
 
45 533.4174311487214
 
46 533.4174311487213
 
47 528.2857801212108
 
48 528.2857801212109
 
49 543.0479889756541
 
50 543.0479889756541
 
51 543.0479889756541
 
52 541.7385220695325
 
53 525.6813973440187
 
54 533.4174311487214
 
55 533.4174311487214
 
56 533.4174311487214
 
57 533.4174311487214
 
58 528.2857801212108
 
59 528.285780121211
 
60 533.4174311487214
 
61 529.233042132326
 
62 528.285780121211
 
63 537.9163379481437
 
64 543.0479889756542
 
65 537.9163379481437
 
66 537.9163379481437
 
67 533.4174311487214
 
68 533.4174311487214
 
69 537.9163379481437
 
70 533.4174311487213
 
71 533.4174311487214
 
72 533.4174311487214
 
73 533.4174311487213
 
74 528.2857801212108
 
75 533.4174311487213
 
76 528.2857801212109
 
77 528.2857801212108
 
78 528.285780121211
 
79 528.2857801212109
 
80 543.0479889756541
 
81 543.0479889756541
 
82 537.9163379481437
 
83 532.1079642425998
 
84 533.0552262537147
 
85 514.7413726109644
 
86 507.3675437012683
 
87 533.4174311487214
 
88 537.9163379481437
 
89 528.2857801212109
 
90 533.4174311487213
 
91 533.4174311487213
 
92 532.1079642425998
 
93 516.9981015282011
 
94 504.1304166959879
 
95 533.4174311487214
 
96 533.4174311487214
 
97 528.2857801212109
 
98 533.4174311487214
 
99 533.4174311487213
 
100 533.4174311487213
 
101 533.4174311487214
 
102 533.4174311487214
 
103 537.9163379481437
 
104 528.2857801212108
 
105 533.4174311487213
 
106 533.4174311487214
 
107 537.9163379481437
 
108 533.6116036094571
 
109 537.9163379481437
